transport remote 	transport remote 
refs flags force 	refs flags force 
mirror data 	mirror data 
buf cas options 	buf cas options 
cas option 	cas option 
cas transport remote 	cas transport remote 
refs flags 	refs flags 
helper exporter data 	helper exporter data 
revlist args 	revlist args 
buf oid 	buf oid 
name flag transport 	name flag transport 
remote refs 	remote refs 
flags data attrs 	flags data attrs 
attr len 	attr len 
space transport push 	space transport push 
data helper 	data helper 
ret tail posn 	ret tail posn 
buf eov 	buf eov 
eon transport name 	eon transport name 
data fmt 	data fmt 
args msgbuf debug 	args msgbuf debug 
enabled src 	enabled src 
dest src sock 	dest src sock 
dest sock 	dest sock 
state buf bufuse 	state buf bufuse 
src name 	src name 
dest name bytes 	dest name bytes 
bytes ptg 	bytes ptg 
gtp udt 	gtp udt 
name err tret 	name err tret 
gtp ptg 	gtp ptg 
err ret pid 	err ret pid 
name tret 	name tret 
pid pid ret 	pid pid ret 
input output 	input output 
state write full 	state write full 
die errno 	die errno 
strbuf reset strbuf 	strbuf reset strbuf 
getline recvline 	getline recvline 
write full strlen 	write full strlen 
strlen die 	strlen die 
errno strchr transport 	errno strchr transport 
take fclose 	take fclose 
free xmalloc child 	free xmalloc child 
process init 	process init 
argv pushf argv 	argv pushf argv 
push argv 	push argv 
push ext 	push ext 
force argv pushf 	force argv pushf 
git dir 	git dir 
start command die 	start command die 
exit dup 	exit dup 
die errno xfdopen 	die errno xfdopen 
write constant 	write constant 
recvline exit strcmp 	recvline exit strcmp 
strcmp strcmp 	strcmp strcmp 
strcmp strcmp strcmp 	strcmp strcmp strcmp 
strcmp skip 	strcmp skip 
prefix alloc grow 	prefix alloc grow 
xstrdup strcmp 	xstrdup strcmp 
strcmp skip prefix 	strcmp skip prefix 
xstrdup skip 	xstrdup skip 
prefix xstrdup starts 	prefix xstrdup starts 
die parse 	die parse 
fetch refspec 	fetch refspec 
free free warning 	free free warning 
strbuf release 	strbuf release 
standard options sigchain 	standard options sigchain 
push xwrite 	push xwrite 
sigchain pop close 	sigchain pop close 
close fclose 	close fclose 
finish command free 	finish command free 
helper size 	helper size 
strcmp size strcmp 	strcmp size strcmp 
strbuf addf 	strbuf addf 
strbuf addstr quote 	strbuf addstr quote 
style strbuf 	style strbuf 
addch sendline recvline 	addch sendline recvline 
exit strcmp 	exit strcmp 
starts strcmp warning 	starts strcmp warning 
strbuf release 	strbuf release 
helper option snprintf 	helper option snprintf 
die helper 	die helper 
option helper 	option helper 
option helper option 	option helper option 
free refspec 	free refspec 
disconnect helper free 	disconnect helper free 
strbuf addf 	strbuf addf 
oid hex strbuf 	oid hex strbuf 
addch sendline 	addch sendline 
recvline exit starts 	recvline exit starts 
warning xstrdup 	warning xstrdup 
strcmp warning strbuf 	strcmp warning strbuf 
release helper 	release helper 
child process init 	child process init 
argv push 	argv push 
argv push xdup 	argv push xdup 
argv pushf 	argv pushf 
start command helper 	start command helper 
child process 	child process 
init dup argv 	init dup argv 
push argv 	push argv 
push argv 	push argv 
push argv pushf 	push argv pushf 
argv pushf 	argv pushf 
argv push start 	argv push start 
command helper 	command helper 
importer die strbuf 	importer die strbuf 
addf sendline 	addf sendline 
strbuf reset write 	strbuf reset write 
constant finish 	constant finish 
command die apply 	command die apply 
refspecs xstrdup 	refspecs xstrdup 
read die free 	read die free 
strbuf release 	strbuf release 
helper dup die 	helper dup die 
errno xfdopen 	errno xfdopen 
setvbuf strcmp helper 	setvbuf strcmp helper 
option warning 	option warning 
warning strbuf addf 	warning strbuf addf 
sendline recvline 	sendline recvline 
exit strcmp 	exit strcmp 
strcmp die fclose 	strcmp die fclose 
process connect 	process connect 
service helper die 	service helper die 
process connect 	process connect 
service die process 	service die process 
connect take 	connect take 
fetch helper option 	fetch helper option 
helper option 	helper option 
helper option fetch 	helper option fetch 
fetch fetch 	fetch fetch 
starts starts die 	starts starts die 
strchr unquote 	strchr unquote 
style strbuf detach 	style strbuf detach 
xstrdup strbuf 	xstrdup strbuf 
release strcmp free 	release strcmp free 
strcmp free 	strcmp free 
strcmp free 	strcmp free 
strcmp free strcmp 	strcmp free strcmp 
free strcmp 	free strcmp 
free strcmp free 	free strcmp free 
strcmp free 	strcmp free 
find name find 	find name find 
name warning 	name warning 
recvline push update 	recvline push update 
status apply 	status apply 
refspecs update free 	refspecs update free 
strbuf release 	strbuf release 
helper option die 	helper option die 
helper option 	helper option 
die helper option 	die helper option 
die helper 	die helper 
strbuf addstr strbuf 	strbuf addstr strbuf 
addch strbuf 	addch strbuf 
addstr strbuf addstr 	addstr strbuf addstr 
oid hex 	oid hex 
strbuf addch 	strbuf addch 
strbuf addstr strbuf 	strbuf addstr strbuf 
addch strbuf 	addch strbuf 
addf oid hex 	addf oid hex 
list append 	list append 
strbuf detach list 	strbuf detach list 
clear helper 	clear helper 
option common push 	option common push 
options strbuf 	options strbuf 
addch sendline strbuf 	addch sendline strbuf 
release push 	release push 
update refs status 	update refs status 
die common 	die common 
push options helper 	push options helper 
option warning 	option warning 
helper write constant 	helper write constant 
apply refspecs 	apply refspecs 
sha strbuf addf 	sha strbuf addf 
list append 	list append 
strbuf detach 	strbuf detach 
oidcpy free strcmp 	oidcpy free strcmp 
resolve strbuf 	resolve strbuf 
addf strbuf addf 	addf strbuf addf 
list append 	list append 
list append strbuf 	list append strbuf 
release list 	release list 
append exporter die 	append exporter die 
list clear 	list clear 
finish command die 	finish command die 
push update 	push update 
refs status strbuf 	refs status strbuf 
addf rename 	addf rename 
strbuf release process 	strbuf release process 
connect take 	connect take 
push refs push 	push refs push 
refs push 	refs push 
push refs export 	push refs export 
strlen strchrnul 	strlen strchrnul 
strncmp helper 	strncmp helper 
process connect take 	process connect take 
refs list 	refs list 
write str full 	write str full 
write str 	write str 
full recvline exit 	full recvline exit 
strchr die 	strchr die 
strchr alloc xstrdup 	strchr alloc xstrdup 
oid hex 	oid hex 
attribute read die 	attribute read die 
strbuf release 	strbuf release 
resolve remote symref 	resolve remote symref 
xcalloc transport 	xcalloc transport 
check allowed getenv 	check allowed getenv 
getenv start 	getenv start 
vsnprintf end state 	vsnprintf end state 
needs closing 	needs closing 
shutdown close 	shutdown close 
transfer debug transfer 	transfer debug transfer 
debug read 	debug read 
error strerror transfer 	error strerror transfer 
debug transfer 	debug transfer 
debug transfer debug 	debug transfer debug 
xwrite error 	xwrite error 
strerror memmove transfer 	strerror memmove transfer 
debug state 	debug state 
needs reading udt 	needs reading udt 
read state 	read state 
needs writing udt 	needs writing udt 
write state 	write state 
needs closing udt 	needs closing udt 
close finished 	close finished 
pthread error error 	pthread error error 
strerror pthread 	strerror pthread 
create die strerror 	create die strerror 
pthread create 	pthread create 
die strerror 	die strerror 
tloop tloop close 	tloop tloop close 
shutdown close 	shutdown close 
waitpid error strerror 	waitpid error strerror 
wifexited wexitstatus 	wifexited wexitstatus 
error fork die 	error fork die 
errno udt 	errno udt 
kill transfer exit 	kill transfer exit 
udt copy 	udt copy 
task routine fork 	task routine fork 
die errno 	die errno 
udt kill transfer 	udt kill transfer 
exit udt 	exit udt 
copy task routine 	copy task routine 
udt kill 	udt kill 
transfer udt kill 	transfer udt kill 
transfer tloop 	transfer tloop 
tloop tloop spawnwait 	tloop tloop spawnwait 
tasks remote 	tasks remote 
name list 	name list 
name transport options 	name transport options 
fetch pack 	fetch pack 
send pack one 	send pack one 
invoked open 	invoked open 
output file strbuf 	output file strbuf 
getline family 	getline family 
functions used duped 	functions used duped 
fclose close 	fclose close 
stuff like taking 	stuff like taking 
require remain 	require remain 
ignore write errors 	ignore write errors 
nothing since 	nothing since 
close pipe anyway 	close pipe anyway 
likely error 	likely error 
epipe due helper 	epipe due helper 
dying report 	dying report 
error already old 	error already old 
remote helpers 	remote helpers 
setting need 	setting need 
duplicate helper want 	duplicate helper want 
use fastexport 	use fastexport 
done remote helpers 	done remote helpers 
advertise bidi 	advertise bidi 
capability required buffer 	capability required buffer 
complete batch 	complete batch 
commands newline sending 	commands newline sending 
data fast 	data fast 
helpers read back 	helpers read back 
data fast 	data fast 
stdin could mixed 	stdin could mixed 
commands otherwise 	commands otherwise 
fast stream remote 	fast stream remote 
helper advertises 	helper advertises 
refspec capability writes 	refspec capability writes 
refs named 	refs named 
right hand side 	right hand side 
first refspec 	first refspec 
matching fetching 	matching fetching 
refspec capability specified 	refspec capability specified 
historical reasons 	historical reasons 
equivalent store result 	equivalent store result 
fetch old 	fetch old 
sha callers git 	sha callers git 
fetch use 	fetch use 
write feedback terminal 	write feedback terminal 
populate fetch 	populate fetch 
head determine written 	head determine written 
peer update 	peer update 
fast forward forced 	fast forward forced 
update yes 	update yes 
dup pipe another 	dup pipe another 
time need 	time need 
unbuffered version input 	unbuffered version input 
pipe file 	pipe file 
fclose closes 	fclose closes 
underlying stream buffering 	underlying stream buffering 
changed first 	changed first 
operation handle upload 	operation handle upload 
pack friends 	pack friends 
fire forget warn 	fire forget warn 
fails helper 	fails helper 
connect inited earlier 	connect inited earlier 
marked pushed 	marked pushed 
ignore status reported 	ignore status reported 
remote helper 	remote helper 
latter match propagate 	latter match propagate 
back update 	back update 
remote check statuses 	remote check statuses 
status push 	status push 
nothing force lease 	nothing force lease 
options without 	options without 
values expect already 	values expect already 
expanded old 	expanded old 
oid expect 	oid expect 
field ignore transport 	field ignore transport 
smart options 	smart options 
cas altogether instead 	cas altogether instead 
enumerate refs 	enumerate refs 
follow symbolic refs 	follow symbolic refs 
mainly head 	mainly head 
linux pipes buffer 	linux pipes buffer 
bytes platforms 	bytes platforms 
buffer less attempt 	buffer less attempt 
reads writes 	reads writes 
size enough hold 	size enough hold 
debugging message 	debugging message 
print bidirectional transfer 	print bidirectional transfer 
loop debug 	loop debug 
message stream state 	message stream state 
data may 	data may 
coming direction stream 	coming direction stream 
state data 	state data 
coming direction 	coming direction 
flushing rest data 	flushing rest data 
stream state 	stream state 
transfer direction finished 	transfer direction finished 
unidirectional transfer 	unidirectional transfer 
source destination source 	source destination source 
socket destination 	socket destination 
socket transfer state 	socket transfer state 
transferring flushing 	transferring flushing 
finished buffer buffer 	finished buffer buffer 
used name 	used name 
source name destination 	source name destination 
closes target 	closes target 
writing transfer finished 	writing transfer finished 
tries read 	tries read 
read data source 	read data source 
buffer buffer 	buffer buffer 
full data read 	full data read 
returns success 	returns success 
error space 	error space 
tries write data 	tries write data 
buffer destination 	buffer destination 
buffer empty data 	buffer empty data 
written returns 	written returns 
success error nothing 	success error nothing 
write state 	write state 
bidirectional transfer loop 	bidirectional transfer loop 
direction program 	direction program 
git direction git 	git direction git 
program non 	program non 
appropriate errors failure 	appropriate errors failure 
name name 	name name 
error messages returns 	error messages returns 
success failure 	success failure 
spawn transfer tasks 	spawn transfer tasks 
wait returns 	wait returns 
success failure 	success failure 
close source target 	close source target 
writing transfer 	writing transfer 
socket read end 	socket read end 
left open 	left open 
isn disaster nobody 	isn disaster nobody 
attempts read 	attempts read 
mingw compat headers 	mingw compat headers 
shut fully 	shut fully 
close socket since 	close socket since 
otherwise gtp 	otherwise gtp 
task would first 	task would first 
close socket 	close socket 
sends data closing 	sends data closing 
ptg file 	ptg file 
descriptors process appropriate 	descriptors process appropriate 
errors failure 	errors failure 
name name process 	name name process 
error messages 	error messages 
returns success 	returns success 
failure spawn transfer 	failure spawn transfer 
tasks wait 	tasks wait 
returns success failure 	returns success failure 
fork git 	fork git 
program fork program 	program fork program 
git close 	git close 
streams parent interfere 	streams parent interfere 
end file 	end file 
detection wait tasks 	detection wait tasks 
finish copies 	finish copies 
data stdin output 	data stdin output 
input stdout 	input stdout 
simultaneously additionally filtering 	simultaneously additionally filtering 
given filter 	given filter 
filter uses identity 	filter uses identity 
filter fill 	filter fill 
state fields transport.c 	state fields transport.c 
transport refs 	transport refs 
pretend localname 	pretend localname 
tmp remotename sha 	tmp remotename sha 
flag header 	flag header 
transport push data 	transport push data 
result transport 	result transport 
heads fetch data 	heads fetch data 
transport data 	transport data 
options conn extra 	options conn extra 
shallow opts 	shallow opts 
name end transport 	name end transport 
push data 	push data 
flags transport push 	flags transport push 
data refs 	data refs 
transport heads fetch 	transport heads fetch 
data refs 	data refs 
dest args refs 	dest args refs 
tmp remote 	tmp remote 
verbose flag summary 	verbose flag summary 
msg porcelain 	msg porcelain 
sha porcelain 	sha porcelain 
quickref type msg 	quickref type msg 
dest count 	dest count 
porcelain dest refs 	porcelain dest refs 
verbose porcelain 	verbose porcelain 
reject reasons head 	reject reasons head 
sha head 	sha head 
heads heads local 	heads heads local 
remote transport 	remote transport 
remote refs flags 	remote refs flags 
data args 	data args 
ret tmp refs 	ret tmp refs 
transport name 	transport name 
executable data transport 	executable data transport 
data transport 	data transport 
child data url 	child data url 
buf url 	buf url 
enabled allowed 	enabled allowed 
type allowed type 	type allowed type 
remote url 	remote url 
helper ret data 	helper ret data 
data len 	data len 
handler transport name 	handler transport name 
protocol reports 	protocol reports 
transport verbosity force 	transport verbosity force 
progress needs 	progress needs 
pushing transport remote 	pushing transport remote 
refs proc 	refs proc 
buf argv transport 	buf argv transport 
refspec refspec 	refspec refspec 
flags reject reasons 	flags reject reasons 
remote refs 	remote refs 
local refs match 	local refs match 
flags verbose 	flags verbose 
quiet porcelain pretend 	quiet porcelain pretend 
push ret 	push ret 
ret err 	ret err 
needs pushing transport 	needs pushing transport 
transport refs 	transport refs 
refs heads transport 	refs heads transport 
transport name 	transport name 
exec transport ret 	exec transport ret 
url scheme 	url scheme 
prefix anon part 	prefix anon part 
anon len 	anon len 
prefix len data 	prefix len data 
data len 	data len 
remote transport extra 	remote transport extra 
data oid 	data oid 
resolve starts starts 	resolve starts starts 
starts install 	starts install 
branch config close 	branch config close 
read bundle 	read bundle 
header die alloc 	header die alloc 
hashcpy unbundle 	hashcpy unbundle 
close free 	close free 
strcmp strcmp strcmp 	strcmp strcmp strcmp 
strcmp strcmp 	strcmp strcmp 
strcmp strcmp strtol 	strcmp strcmp strtol 
die git 	die git 
connect connect setup 	connect connect setup 
remote heads 	remote heads 
xstrdup memset connect 	xstrdup memset connect 
setup remote 	setup remote 
heads fetch pack 	heads fetch pack 
close close 	close close 
finish connect free 	finish connect free 
refs free 	refs free 
refs free refs 	refs free refs 
free remote 	free remote 
find tracking update 	find tracking update 
free prettify 	free prettify 
refname prettify refname 	refname prettify refname 
fputs prettify 	fputs prettify 
refname fputs 	refname fputs 
fputs fputc fputc 	fputs fputc fputc 
find unique 	find unique 
abbrev print status 	abbrev print status 
oid print 	oid print 
status starts strbuf 	status starts strbuf 
addstr status 	addstr status 
abbrev strbuf addstr 	abbrev strbuf addstr 
strbuf addstr 	strbuf addstr 
strbuf addstr status 	strbuf addstr status 
abbrev print 	abbrev print 
status strbuf release 	status strbuf release 
print status 	print status 
print status print 	print status print 
status print 	status print 
status print status 	status print status 
print status 	print status 
print status print 	print status print 
status print 	status print 
status print 	status print 
status print status 	status print status 
print status 	print status 
print status resolve 	print status resolve 
refdup print 	refdup print 
one push status 	one push status 
print one 	print one 
push status print 	push status print 
one push 	one push 
status strcmp free 	status strcmp free 
strrchr check 	strrchr check 
refname format die 	refname format die 
connect setup 	connect setup 
remote heads memset 	remote heads memset 
send pack 	send pack 
close close finish 	close close finish 
connect git 	connect git 
connect packet 	connect packet 
flush close close 	flush close close 
finish connect 	finish connect 
free die xcalloc 	free die xcalloc 
stat isreg 	stat isreg 
strchr getenv list 	strchr getenv list 
split list 	split list 
sort protocol whitelist 	sort protocol whitelist 
list transport 	list transport 
allowed die protocol 	allowed die protocol 
whitelist xcalloc 	whitelist xcalloc 
isatty die urlschemechar 	isatty die urlschemechar 
starts xstrndup 	starts xstrndup 
transport helper init 	transport helper init 
starts die 	starts die 
url local ssh 	url local ssh 
file bundle 	file bundle 
xcalloc transport check 	xcalloc transport check 
allowed url 	allowed url 
starts starts 	starts starts 
starts starts starts 	starts starts starts 
xcalloc external 	xcalloc external 
specification len xmemdupz 	specification len xmemdupz 
transport helper 	transport helper 
init git option 	init git option 
option isatty 	option isatty 
list clear die 	list clear die 
find hook 	find hook 
start command finish 	start command finish 
command sigchain 	command sigchain 
push strbuf init 	push strbuf init 
strbuf reset 	strbuf reset 
strbuf addf oid 	strbuf addf oid 
hex oid 	hex oid 
hex write full 	hex write full 
strbuf release 	strbuf release 
close sigchain pop 	close sigchain pop 
finish command 	finish command 
transport verify 	transport verify 
remote names die 	remote names die 
push local 	push local 
heads check push 	heads check push 
refs refs 	refs refs 
list match push 	list match push 
refs empty 	refs empty 
cas apply push 	cas apply push 
cas status 	cas status 
push run pre 	push run pre 
push hook 	push hook 
bare repository oid 	bare repository oid 
push unpushed 	push unpushed 
submodules die bare 	submodules die bare 
repository oid 	repository oid 
find unpushed submodules 	find unpushed submodules 
die unpushed 	die unpushed 
submodules push refs 	submodules push refs 
push errors 	push errors 
transport print 	transport print 
push status upstreams 	push status upstreams 
transport update 	transport update 
tracking puts transport 	tracking puts transport 
refs pushed 	refs pushed 
refs list oid 	refs list oid 
oidcmp alloc 	oidcmp alloc 
grow alloc fetch 	grow alloc fetch 
free unlink 	free unlink 
warn free connect 	warn free connect 
die disconnect 	die disconnect 
free strchr url 	free strchr url 
local ssh 	local ssh 
strlen strstr strchr 	strlen strstr strchr 
isalnum strchr 	isalnum strchr 
xstrfmt xstrdup xstrdup 	xstrfmt xstrdup xstrdup 
real path 	real path 
strlen memcmp 	strlen memcmp 
memcpy directory remote 	memcpy directory remote 
transport transport 	transport transport 
remote refs transport 	remote refs transport 
disconnect free 	disconnect free 
alt odb check 	alt odb check 
suitability tracking 	suitability tracking 
must successful already 	must successful already 
date create 	date create 
modify follow symbolic 	modify follow symbolic 
refs mainly 	refs mainly 
head source destination 	head source destination 
must local 	must local 
branches matching refspec 	branches matching refspec 
okay maybe 	okay maybe 
foreign url deprecated 	foreign url deprecated 
use deprecated 	use deprecated 
use builtin smart 	use builtin smart 
transports allowed 	transports allowed 
transports individually 	transports individually 
git connect unknown 	git connect unknown 
protocol url 	protocol url 
pass external handler 	pass external handler 
either report 	either report 
report success either 	report success either 
reports invalid 	reports invalid 
report otherwise report 	report otherwise report 
unknown report 	unknown report 
unknown rules used 	unknown rules used 
determine whether 	determine whether 
report progress processing 	report progress processing 
aborts rule 	aborts rule 
satisfied report progress 	satisfied report progress 
force progress 	force progress 
progress report progress 	progress report progress 
force progress 	force progress 
progress report progress 	progress report progress 
verbosity quiet 	verbosity quiet 
report progress 	report progress 
isatty mind hook 	isatty mind hook 
read refs 	read refs 
maybe fixme important 	maybe fixme important 
transport uses 	transport uses 
deepening shallow repository 	deepening shallow repository 
requested local 	requested local 
remote refs likely 	remote refs likely 
still equal 	still equal 
feed fetch method 	feed fetch method 
condition shouldn 	condition shouldn 
met non deepening 	met non deepening 
fetch see 	fetch see 
builtin fetch quickfetch 	builtin fetch quickfetch 
strip username 	strip username 
password url newly 	password url newly 
allocated cannot 	allocated cannot 
path name make 	path name make 
sure scheme 	sure scheme 
reasonable rfc 	reasonable rfc 
isn past first 	isn past first 
slash count 	slash count 
git repository refs 	git repository refs 
transport.h depth 	transport.h depth 
uploadpack receivepack cas 	uploadpack receivepack cas 
remote url 	remote url 
data remote refs 	data remote refs 
connection name 	connection name 
transport push transport 	transport push transport 
refs refs 	refs refs 
transport refs flags 	transport refs flags 
connection refspec 	connection refspec 
refspec flags connection 	refspec flags connection 
name executable 	name executable 
connection pack lockfile 	connection pack lockfile 
smart options 	smart options 
remote type 	remote type 
type transport name 	type transport name 
transport verbosity 	transport verbosity 
force progress connection 	force progress connection 
refspec refspec 	refspec refspec 
flags reject reasons 	flags reject reasons 
transport transport 	transport transport 
refs transport transport 	refs transport transport 
url transport 	url transport 
child transport name 	child transport name 
exec transport 	exec transport 
name input output 	name input output 
heads heads 	heads heads 
remote verbose dest 	remote verbose dest 
refs verbose 	refs verbose 
porcelain reject reasons 	porcelain reject reasons 
indicates whether 	indicates whether 
already called refs 	already called refs 
list transport 	list transport 
transport remote 	transport remote 
refs transports call 	refs transports call 
take destroys 	take destroys 
data specific transport 	data specific transport 
type cannot 	type cannot 
reused hint caller 	reused hint caller 
performing clone 	performing clone 
normal fetch iow 	normal fetch iow 
repository guaranteed 	repository guaranteed 
empty returns successful 	empty returns successful 
positive option 	positive option 
recognized inapplicable negative 	recognized inapplicable negative 
option applicable 	option applicable 
invalid returns list 	invalid returns list 
remote side 	remote side 
refs order allow 	refs order allow 
transport share 	transport share 
connections push hint 	connections push hint 
whether ultimate 	whether ultimate 
operation push 	operation push 
fetch transport able 	fetch transport able 
determine remote 	determine remote 
hash without huge 	hash without huge 
amount effort 	amount effort 
store old sha 	store old sha 
field otherwise 	field otherwise 
fetch objects given 	fetch objects given 
refs note 	refs note 
gets ignore list 	gets ignore list 
structure transport 	structure transport 
hashes refs refs 	hashes refs refs 
list old 	list old 
sha fields provided 	sha fields provided 
refs push 	refs push 
objects refs send 	objects refs send 
necessary objects 	necessary objects 
refs peer peer 	refs peer peer 
oid different 	oid different 
old oid 	old oid 
tell remote side 	tell remote side 
update list 	update list 
old oid peer 	old oid peer 
oid possible 	oid possible 
status appropriately transport 	status appropriately transport 
must modify 	must modify 
sha remote accepted 	sha remote accepted 
change note 	change note 
could different peer 	could different peer 
oid process 	oid process 
involved generating commits 	involved generating commits 
refs list 	refs list 
fetch push refs 	fetch push refs 
keep resources 	keep resources 
connection reserved use 	connection reserved use 
disconnect releases 	disconnect releases 
resources transports directly 	resources transports directly 
use without 	use without 
check isatty 	check isatty 
quiet transport verbose 	quiet transport verbose 
etc checking 	etc checking 
already done transport 	already done transport 
verbosity transport 	verbosity transport 
least potentially smart 	least potentially smart 
points git 	points git 
transport options structure 	transport options structure 
use transport 	use transport 
actually turns smart 	actually turns smart 
returns transport 	returns transport 
suitable url check 	suitable url check 
whether transport 	whether transport 
allowed environment type 	allowed environment type 
generally url 	generally url 
scheme described documentation 	scheme described documentation 
git txt 	git txt 
check whether 	check whether 
transport allowed environment 	transport allowed environment 
die otherwise 	die otherwise 
returns user attempted 	returns user attempted 
turn protocol 	turn protocol 
restrictions transport options 	restrictions transport options 
apply git 	apply git 
scp style program 	scp style program 
use remote 	use remote 
side send pack 	side send pack 
program use 	program use 
remote side receive 	remote side receive 
pack transfer 	pack transfer 
data thin pack 	data thin pack 
check current 	check current 
remote keep pack 	remote keep pack 
transferred limit 	transferred limit 
depth fetch aggressively 	depth fetch aggressively 
fetch annotated 	fetch annotated 
tags possible 	tags possible 
accept refs may 	accept refs may 
update git 	update git 
shallow without depth 	shallow without depth 
send push 	send push 
certificates returns option 	certificates returns option 
used non 	used non 
zero otherwise prints 	zero otherwise prints 
message stderr 	message stderr 
option used transport 	option used transport 
methods defined 	methods defined 
outside transport common 	outside transport common 
methods used 	methods used 
transport builtin send 	transport builtin send 
pack tree-diff.c 	pack tree-diff.c 
sha parents sha 	sha parents sha 
nparent opt 	nparent opt 
old opt cmp 	old opt cmp 
opt sha 	opt sha 
mode addremove 	mode addremove 
last nparent path 	last nparent path 
pathlen mode 	pathlen mode 
sha len alloclen 	sha len alloclen 
opt nparent 	opt nparent 
imin mode path 	imin mode path 
sha pathlen 	sha pathlen 
old baselen isdir 	old baselen isdir 
emitthis keep 	emitthis keep 
pprev tpi valid 	pprev tpi valid 
sha mode 	sha mode 
parents sha tpi 	parents sha tpi 
valid opt 	valid opt 
nparent sha parents 	nparent sha parents 
sha nparent 	sha nparent 
opt ttree tptree 	opt ttree tptree 
imin cmp 	imin cmp 
done sha parents 	done sha parents 
sha nparent 	sha nparent 
opt old 	opt old 
opt diff opts 	opt diff opts 
choice path 	choice path 
old opt phead 	old opt phead 
pathchange old 	pathchange old 
pprev old str 	pprev old str 
opt retval 	opt retval 
opt name compare 	opt name compare 
entry len 	entry len 
entry len change 	entry len change 
combine diff 	combine diff 
path size free 	path size free 
xmalloc memcpy 	xmalloc memcpy 
memcpy hashcpy entry 	memcpy hashcpy entry 
extract entry 	extract entry 
len isdir entry 	len isdir entry 
extract entry 	extract entry 
len isdir 	len isdir 
diff opt tst 	diff opt tst 
diff opt 	diff opt 
tst path appendnew 	tst path appendnew 
hashcpy pathchange 	hashcpy pathchange 
xalloca strbuf strbuf 	xalloca strbuf strbuf 
addch diff 	addch diff 
paths xalloca free 	paths xalloca free 
strbuf setlen 	strbuf setlen 
entry interesting update 	entry interesting update 
entry update 	entry update 
entry xalloca xalloca 	entry xalloca xalloca 
fill descriptor 	fill descriptor 
fill descriptor diff 	fill descriptor diff 
opt tst 	opt tst 
diff quit early 	diff quit early 
skip uninteresting 	skip uninteresting 
skip uninteresting entry 	skip uninteresting entry 
pathcmp entry 	pathcmp entry 
pathcmp diff 	pathcmp diff 
opt tst hashcmp 	opt tst hashcmp 
emit path 	emit path 
update entry update 	update entry update 
entries emit 	entries emit 
path update entry 	path update entry 
diff opt 	diff opt 
tst emit path 	tst emit path 
update entries 	update entries 
free free xalloca 	free free xalloca 
free xalloca 	free xalloca 
free diff paths 	free diff paths 
free diff 	free diff 
file valid guard 	file valid guard 
pathspec diff 	pathspec diff 
setup diff opt 	setup diff opt 
diff opt 	diff opt 
diff setup done 	diff setup done 
diff sha 	diff sha 
diffcore std 	diffcore std 
free pathspec strcmp 	free pathspec strcmp 
free pathspec 	free pathspec 
parse pathspec diff 	parse pathspec diff 
free filepair 	free filepair 
diff paths free 	diff paths free 
strbuf init 	strbuf init 
strbuf addstr diff 	strbuf addstr diff 
sha diff 	sha diff 
opt tst diff 	opt tst diff 
might rename 	might rename 
follow renames strbuf 	follow renames strbuf 
release diff 	release diff 
sha helper functions 	sha helper functions 
diff generation 	diff generation 
mode marker saying 	mode marker saying 
entry entry 	entry entry 
imin see diff 	imin see diff 
paths means 	paths means 
update use 	update use 
emit entry diff 	emit entry diff 
unset compare 	unset compare 
two entries taking 	two entries taking 
account path 	account path 
isdir mode sha 	isdir mode sha 
note files 	note files 
directories always compare 	directories always compare 
differently even 	differently even 
name thanks name 	name thanks name 
compare note 	compare note 
empty invalid descriptor 	empty invalid descriptor 
take part 	take part 
comparison infty sort 	comparison infty sort 
valid entries 	valid entries 
due convention trees 	due convention trees 
scanned sorted 	scanned sorted 
order non 	order non 
empty descriptors processed 	empty descriptors processed 
first empty 	first empty 
descriptors sort valid 	descriptors sort valid 
entries convert 	entries convert 
path opt diff 	path opt diff 
callbacks emits 	callbacks emits 
diff first parent 	diff first parent 
tells diff 	tells diff 
walker done freed 	walker done freed 
done make 	done make 
combine diff path 	combine diff path 
path mode 	path mode 
sha append paths 	sha append paths 
list tail 	list tail 
memory created elements 	memory created elements 
could reused 	could reused 
last next memory 	last next memory 
allocated last 	allocated last 
next assumed 	next assumed 
last next returned 	last next returned 
earlier function 	earlier function 
next modified memory 	next modified memory 
reused clients 	reused clients 
need keep element 	need keep element 
path appendnew 	path appendnew 
process next need 	process next need 
keep element 	keep element 
processing pprev path 	processing pprev path 
appendnew process 	appendnew process 
pprev forget free 	pprev forget free 
tail next 	tail next 
end parent remains 	end parent remains 
uninitialized last 	uninitialized last 
next pre allocated 	next pre allocated 
memory reuse 	memory reuse 
next round next 	next round next 
holds many 	holds many 
bytes allocated 	bytes allocated 
faster realloc need 	faster realloc need 
copying old 	copying old 
data path added 	data path added 
combine diff 	combine diff 
cases called behaves 	cases called behaves 
path added 	path added 
parents lack path 	parents lack path 
removed parents 	removed parents 
path modified added 	path modified added 
imin otherwise 	imin otherwise 
least something valid 	least something valid 
path present 	path present 
resulting path removed 	resulting path removed 
take path 	take path 
imin parent also 	imin parent also 
take mode 	take mode 
parent decide recursion 	parent decide recursion 
modes imin 	modes imin 
wrt isdir 	wrt isdir 
thanks name compare 	thanks name compare 
valid present 	valid present 
imin otherwise ignore 	imin otherwise ignore 
path filtered 	path filtered 
consumed need list 	consumed need list 
reuse memory 	reuse memory 
